Metric,avg,min,max,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,64.00,64.00,64.00,64.00,64.00,64.00,64.00,64.00,64.00,64.00,64.00,64.00,0.00
HTTP Chunks Sent,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.02,0.00,0.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.41,0.09
HTTP Connection Overhead (ms),0.02,0.00,0.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.41,0.09
HTTP Connection Reused (ratio),0.94,0.00,1.00,0.00,0.45,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.24
HTTP Data Received (KB),16.84,16.80,16.87,16.81,16.82,16.82,16.83,16.84,16.85,16.86,16.87,16.87,0.02
HTTP Data Sent (KB),369.00,282.97,502.49,282.99,283.05,283.15,318.30,332.22,502.24,502.34,502.36,502.47,89.10
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),11370.64,9148.27,15371.77,9177.49,9245.77,9410.95,9571.00,9953.16,13547.26,15039.54,15322.46,15356.00,2362.72
HTTP Receiving (ms),9769.80,7387.39,14351.99,7387.43,7391.71,7495.01,7932.88,8529.26,12375.82,13410.11,13796.52,14196.25,2359.73
HTTP Sending (ms),0.16,0.11,0.58,0.11,0.12,0.12,0.13,0.14,0.15,0.16,0.36,0.58,0.10
HTTP Total Time (ms),11370.66,9148.27,15371.77,9177.49,9245.77,9410.95,9571.00,9953.16,13547.26,15039.54,15322.46,15356.00,2362.70
HTTP Waiting (TTFB) (ms),1600.67,708.12,2329.81,724.29,816.44,929.59,1177.85,1814.52,1953.70,2064.49,2183.75,2270.51,464.35
Image Latency (ms/image),11370.69,9148.33,15371.82,9177.54,9245.83,9410.99,9571.06,9953.22,13547.32,15039.59,15322.52,15356.05,2362.72
Image Throughput (images/sec),0.09,0.07,0.11,0.07,0.07,0.07,0.07,0.10,0.10,0.11,0.11,0.11,0.02
Input Sequence Length (tokens),895.00,895.00,895.00,895.00,895.00,895.00,895.00,895.00,895.00,895.00,895.00,895.00,0.00
Inter Chunk Latency (ms),155.08,59.86,1301.81,66.20,77.22,86.61,102.82,124.21,171.26,265.25,305.93,716.19,109.22
Inter Token Latency (ms),155.08,117.26,227.81,117.26,117.33,118.97,125.92,135.38,196.44,212.86,218.99,225.34,37.46
Number of Images (images),1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),64.00,64.00,64.00,64.00,64.00,64.00,64.00,64.00,64.00,64.00,64.00,64.00,0.00
Output Token Count (tokens),64.00,64.00,64.00,64.00,64.00,64.00,64.00,64.00,64.00,64.00,64.00,64.00,0.00
Output Token Throughput Per User (tokens/sec/user),6.79,4.39,8.53,4.44,4.57,4.70,5.09,7.39,7.94,8.41,8.52,8.53,1.43
Prefill Throughput Per User (tokens/sec/user),625.09,384.06,1263.51,394.40,409.84,433.56,458.06,493.19,761.32,962.64,1096.75,1235.97,235.78
Request Latency (ms),11370.69,9148.33,15371.82,9177.54,9245.83,9410.99,9571.06,9953.22,13547.32,15039.59,15322.52,15356.05,2362.72
Time to First Output Token (ms),1600.89,708.35,2330.37,724.50,816.64,929.77,1178.03,1814.72,1953.91,2064.73,2184.14,2270.91,464.38
Time to First Token (ms),1600.89,708.35,2330.37,724.50,816.64,929.77,1178.03,1814.72,1953.91,2064.73,2184.14,2270.91,464.38
Time to Second Token (ms),547.42,74.96,1301.81,85.22,100.03,111.71,225.74,315.68,950.95,1171.69,1234.46,1285.33,411.21
Usage Completion Tokens (tokens),64.00,64.00,64.00,64.00,64.00,64.00,64.00,64.00,64.00,64.00,64.00,64.00,0.00
Usage Prompt Tokens (tokens),895.00,895.00,895.00,895.00,895.00,895.00,895.00,895.00,895.00,895.00,895.00,895.00,0.00
Usage Total Tokens (tokens),959.00,959.00,959.00,959.00,959.00,959.00,959.00,959.00,959.00,959.00,959.00,959.00,0.00

Metric,Value
Benchmark Duration (sec),147.71
Maximum Response Timestamp (ns),1777674568091726592.00
Minimum Request Timestamp (ns),1777674420378250240.00
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),21.66
Request Count,50.00
Request Throughput (requests/sec),0.34
Total Input Sequence Length (tokens),44750.00
Total Output Sequence Length (tokens),3200.00
Total Output Tokens (tokens),3200.00
Total Token Throughput (tokens/sec),324.61
Total Usage Completion Tokens (tokens),3200.00
Total Usage Prompt Tokens (tokens),44750.00
Total Usage Total Tokens (tokens),47950.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,p1,p5,p10,p25,p50,p75,p90,p95,p99,std,Hostname
localhost,2,NVIDIA A100-SXM4-40GB,GPU-07e0922a-ca77-77fc-d551-975e074d4a7c,GPU Power Usage (W),121.38,105.89,352.88,105.89,105.89,106.12,106.42,109.34,124.07,155.20,177.36,212.35,26.39,localhost
localhost,2,NVIDIA A100-SXM4-40GB,GPU-07e0922a-ca77-77fc-d551-975e074d4a7c,Energy Consumption (MJ),0.02,,,,,,,,,,,,,localhost
localhost,2,NVIDIA A100-SXM4-40GB,GPU-07e0922a-ca77-77fc-d551-975e074d4a7c,GPU Utilization (%),26.82,0.00,100.00,0.00,0.00,4.00,9.00,21.50,31.00,67.50,100.00,100.00,25.93,localhost
localhost,2,NVIDIA A100-SXM4-40GB,GPU-07e0922a-ca77-77fc-d551-975e074d4a7c,GPU Memory Used (GB),39.45,39.26,39.45,39.45,39.45,39.45,39.45,39.45,39.45,39.45,39.45,39.45,0.02,localhost
localhost,2,NVIDIA A100-SXM4-40GB,GPU-07e0922a-ca77-77fc-d551-975e074d4a7c,GPU Temperature (°C),36.70,36.00,40.00,36.00,36.00,36.00,36.00,37.00,37.00,37.00,38.00,39.00,0.71,localhost
localhost,2,NVIDIA A100-SXM4-40GB,GPU-07e0922a-ca77-77fc-d551-975e074d4a7c,Memory Utilization (%),6.45,0.00,16.00,0.00,0.00,0.00,3.00,6.00,10.00,13.00,13.00,15.00,4.55,localhost
localhost,2,NVIDIA A100-SXM4-40GB,GPU-07e0922a-ca77-77fc-d551-975e074d4a7c,SM Utilization (%),25.57,10.00,41.00,11.13,13.65,14.00,15.25,26.00,34.00,38.00,39.00,40.00,9.55,localhost
localhost,2,NVIDIA A100-SXM4-40GB,GPU-07e0922a-ca77-77fc-d551-975e074d4a7c,Decoder Utilization (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,localhost
localhost,2,NVIDIA A100-SXM4-40GB,GPU-07e0922a-ca77-77fc-d551-975e074d4a7c,Encoder Utilization (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,localhost
localhost,2,NVIDIA A100-SXM4-40GB,GPU-07e0922a-ca77-77fc-d551-975e074d4a7c,JPEG Utilization (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,localhost
localhost,2,NVIDIA A100-SXM4-40GB,GPU-07e0922a-ca77-77fc-d551-975e074d4a7c,Power Violation (us),0.00,,,,,,,,,,,,,localhost
localhost,3,NVIDIA A100-SXM4-40GB,GPU-83ea7693-dec9-433c-3eee-623a3e99d973,GPU Power Usage (W),122.25,104.85,240.15,104.85,105.09,105.09,105.37,108.95,132.36,164.01,173.91,203.62,24.64,localhost
localhost,3,NVIDIA A100-SXM4-40GB,GPU-83ea7693-dec9-433c-3eee-623a3e99d973,Energy Consumption (MJ),0.02,,,,,,,,,,,,,localhost
localhost,3,NVIDIA A100-SXM4-40GB,GPU-83ea7693-dec9-433c-3eee-623a3e99d973,GPU Utilization (%),26.03,0.00,100.00,0.00,0.00,4.00,9.00,19.00,31.00,55.70,99.00,100.00,25.49,localhost
localhost,3,NVIDIA A100-SXM4-40GB,GPU-83ea7693-dec9-433c-3eee-623a3e99d973,GPU Memory Used (GB),39.45,39.26,39.45,39.45,39.45,39.45,39.45,39.45,39.45,39.45,39.45,39.45,0.02,localhost
localhost,3,NVIDIA A100-SXM4-40GB,GPU-83ea7693-dec9-433c-3eee-623a3e99d973,GPU Temperature (°C),33.58,33.00,37.00,33.00,33.00,33.00,33.00,33.50,34.00,34.00,35.00,36.00,0.67,localhost
localhost,3,NVIDIA A100-SXM4-40GB,GPU-83ea7693-dec9-433c-3eee-623a3e99d973,Memory Utilization (%),6.40,0.00,18.00,0.00,0.00,0.00,3.00,6.00,10.00,13.00,13.00,16.00,4.53,localhost
localhost,3,NVIDIA A100-SXM4-40GB,GPU-83ea7693-dec9-433c-3eee-623a3e99d973,SM Utilization (%),24.59,9.00,40.00,11.00,13.00,13.00,15.00,25.00,33.00,36.00,37.00,39.00,9.12,localhost
localhost,3,NVIDIA A100-SXM4-40GB,GPU-83ea7693-dec9-433c-3eee-623a3e99d973,Decoder Utilization (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,localhost
localhost,3,NVIDIA A100-SXM4-40GB,GPU-83ea7693-dec9-433c-3eee-623a3e99d973,Encoder Utilization (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,localhost
localhost,3,NVIDIA A100-SXM4-40GB,GPU-83ea7693-dec9-433c-3eee-623a3e99d973,JPEG Utilization (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,localhost
localhost,3,NVIDIA A100-SXM4-40GB,GPU-83ea7693-dec9-433c-3eee-623a3e99d973,Power Violation (us),0.00,,,,,,,,,,,,,localhost
